"annotation_id","annotator","char_count","created_at","finbert_category","finbert_confidence","id","label","lead_time","paragraph_id","text","ticker","updated_at","year"
545,"1",1484,"2026-02-24T10:01:34.744306Z","Human Capital",0.9952,537,"Human Capital",2.967,"SPGI_2022_0016","As a result, management regularly assesses employee feedback, competitor research and market data to ensure our programs remain competitive and are designed with our people’s physical, financial, work-life, mental and emotional health and 

well-being in mind. Based on these insights, each year we continue to introduce new and enhanced “people first” benefits to advance employees’ well-being at work and beyond in support of our “people first” philosophy. In 2021, we launched new initiatives to increase transparency around pay decisions and empower colleagues to initiate pay conversations and to enhance well-being support for our people by providing extended parental leave, more flexible time-off arrangements and wellness days. Workplace Health, Safety and Well-being
The health, safety and well-being of our people working around the globe is a top priority, and our facilities worldwide follow rigorous, internally and externally audited, occupational health and safety policies. At the onset of the COVID-19 pandemic, we established a steering committee to lead a coordinated workplace safety strategy and acted quickly implementing significant changes across the organization to protect our people and the communities in which we operate. In early 2021, most of our employees remained working from home and our plans to introduce a new flexible return to office model and phased approach to office re-openings evolved in response to changing dynamics throughout the year.","SPGI","2026-02-24T10:01:34.744317Z",2022
546,"1",1302,"2026-02-24T10:01:38.541766Z","Human Capital",0.9952,538,"Human Capital",3.548,"TAP_2023_0042","In the U.S. and Canada, employees can participate in our wellness programs that incentivize healthy habits and lifestyles. These resources include connections to virtual healthcare, remote fitness and wellness support, and a free employee assistance program for coping with stress, feelings of isolation and anxiety. In the EMEA&APAC regions, we drive our employee wellbeing culture through a team made up of regional representatives who coordinate activities focused on the topics based on employee feedback. In 2022, these activities included certain wellness programs, as well as flexible work hours, wellness webinars and challenges, to further emphasize our wellbeing culture.
•
Health & Safety
 - Our World Class Supply Chain framework contains an Environmental, Health & Safety (“EHS”) commitment that supports proactive identification and control of EHS risks. We aim to prevent workplace injuries and illness and reduce environmental impacts of our operations through training and other methodologies.
•
Compensation and Benefits
 - We offer competitive, affordable and comprehensive benefits, which we routinely benchmark to try to ensure they are competitive, inclusive, aligned with our company culture and allow our employees to meet their individual needs and the needs of their families.","TAP","2026-02-24T10:01:38.541794Z",2023
547,"1",1401,"2026-02-24T10:01:41.755048Z","Human Capital",0.9952,539,"Human Capital",2.946,"UPS_2015_0036","We do not tolerate unsafe work practices. We recognize employees for health, wellness, and safety accomplishments. We provide programs that help promote the health and wellness of employees and their families, and the safety of our operations. We are committed to fostering the most effective safety practices in our work environment. By meeting our high safety standards and goals, we contribute to the well-being of our people, company, and the communities we serve. We use an all-encompassing Comprehensive Health and Safety Process (""CHSP"") to prevent occupational illnesses, injuries and auto crashes, as well as promote wellness through the development of workplace programs. The foundation of this process is our co-chaired employee and management health and safety committees. Together they conduct facility and equipment audits, perform work practice and behavior analysis, conduct training and recommend work process and equipment changes. The components of CHSP are:
•
Personal Value. Which is the foundation and forms the base of our safety and wellness culture.
•
Management Commitment and Employee Involvement
 - Where employees take an active role in their own safety as well as their fellow workers and are supported by management. All operations management commit to providing a work environment that is conducive to the well-being and safety of their employees.
•
Work Site Analysis.","UPS","2026-02-24T10:01:41.755062Z",2015
548,"1",1366,"2026-02-24T10:01:48.746223Z","Human Capital",0.9952,540,"Human Capital",6.716,"UPS_2016_0035","We train our people to recognize hazards, mitigate risk and avoid injury to themselves and others in all aspects of their work. We do not tolerate unsafe work practices. We recognize employees for health, wellness, and safety accomplishments. We provide programs to educate and promote the health and wellness of employees and their families and the safety of our operations. We are committed to fostering the most effective safety practices in our work environment. By meeting our high safety standards, we contribute to the well-being of our people, company and the communities we serve. We use an all-encompassing Comprehensive Health and Safety Process (""CHSP"") to promote wellness and prevent occupational injuries, illnesses and auto crashes through the development of workplace programs. The foundation of this process is our co-chaired employee and management health and safety committees. Together they conduct facility and equipment audits, perform work practice and behavior analysis, conduct training and recommend work process and equipment changes. The components of CHSP are:
•
Personal Value. Which is the foundation and forms the base of our health, wellness and safety culture.
•
Management Commitment and Employee Involvement. Where employees take an active role in their own safety as well as their fellow workers and are supported by management.","UPS","2026-02-24T10:01:48.746231Z",2016
549,"1",373,"2026-02-24T10:01:50.811512Z","Human Capital",0.9952,541,"Human Capital",1.825,"URI_2016_0018","Employee Training Programs

.
 We are dedicated to providing training and development opportunities to our employees. In 

, our employees enhanced their skills through approximately 460,000 hours of training, including safety training, sales and leadership training, equipment-related training from our suppliers and online courses covering a variety of relevant subjects.","URI","2026-02-24T10:01:50.811528Z",2016
550,"1",373,"2026-02-24T10:01:53.204063Z","Human Capital",0.9952,542,"Human Capital",2.115,"URI_2017_0019","Employee Training Programs

.
 We are dedicated to providing training and development opportunities to our employees. In 

, our employees enhanced their skills through approximately 500,000 hours of training, including safety training, sales and leadership training, equipment-related training from our suppliers and online courses covering a variety of relevant subjects.","URI","2026-02-24T10:01:53.204075Z",2017
551,"1",373,"2026-02-24T10:05:48.449829Z","Human Capital",0.9952,543,"Human Capital",234.99,"URI_2018_0019","Employee Training Programs

.
 We are dedicated to providing training and development opportunities to our employees. In 

, our employees enhanced their skills through approximately 500,000 hours of training, including safety training, sales and leadership training, equipment-related training from our suppliers and online courses covering a variety of relevant subjects.","URI","2026-02-24T10:05:48.449840Z",2018
552,"1",373,"2026-02-24T10:05:50.300696Z","Human Capital",0.9952,544,"Human Capital",1.604,"URI_2019_0019","Employee Training Programs

.
 We are dedicated to providing training and development opportunities to our employees. In 

, our employees enhanced their skills through approximately 670,000 hours of training, including safety training, sales and leadership training, equipment-related training from our suppliers and online courses covering a variety of relevant subjects.","URI","2026-02-24T10:05:50.300707Z",2019
553,"1",1418,"2026-02-24T10:05:57.945919Z","Human Capital",0.9952,545,"Human Capital",7.412,"WMB_2022_0080","Workforce Health, Engagement, and Development

Our employees are our most valued resource, are instrumental in our mission to safely deliver products that fuel the clean energy economy, and are the driving force behind our reputation as a safe, reliable company that does the right thing, every time. Cultivating a healthy work environment increases productivity and promotes long-term value creation. We provide a comprehensive total rewards program that includes base salary, an all-employee annual incentive program, retirement benefits, and health benefits, including wellness and employee assistance programs. We provide employees with company-paid life insurance, disability coverage, and paid parental leave for both birth and non-birth parents. Our annual incentive program is a key component of our commitment to a performance culture focused on recognizing and rewarding high performance. In order to attract and retain top talent, we create and are committed to maintaining a safe, inclusive workplace where employees feel valued, heard, respected, and supported in their personal and professional development. We offer robust corporate and technical training programs to support the professional development of our employees and add long-term value to our business. Additionally, we support strong employee engagement by encouraging open dialogue regarding professional development and succession planning.","WMB","2026-02-24T10:05:57.945931Z",2022
554,"1",1331,"2026-02-24T10:06:00.399095Z","Human Capital",0.9952,546,"Human Capital",2.229,"XYL_2023_0041","Collectively, approximately 3,900 colleagues participate as members of our network groups. Health and Safety
Protecting the safety, health and well-being of our colleagues is one of our highest priorities. We have a strong Environmental, Health and Safety program that focuses on governance, risk reduction, training and education, and leadership accountability to provide our colleagues with safe and healthy workplaces. In our 2021 employee engagement survey, we sought specific feedback from our colleagues on their efforts to manage stress and disconnect from work and, based on the survey responses, we have augmented our holistic well-being strategies, including providing mental health awareness training to our people leaders, which more than 500 people managers have participated in, and expanding our Employee Assistance Program support across the globe. In response to the ongoing crisis in Ukraine, we continue to provide financial and logistical support to our colleagues and partners in Ukraine, including travel assistance and temporary accommodations near our facilities in Poland. Compensation and Benefits
Xylem takes a total rewards approach that integrates programs for compensation, benefits, recognition and work-life balance and we strive to provide our colleagues with competitive compensation and benefits.","XYL","2026-02-24T10:06:00.399104Z",2023
555,"1",1362,"2026-02-24T10:06:04.468886Z","Human Capital",0.9951,547,"Human Capital",3.828,"ALGN_2023_0009","Besides these, we also offer discounts to our employees and their dependents when they undergo Invisalign treatment. We are furthermore committed to pay equity practices. We exceed minimum pay requirements for our manufacturing personnel and we regularly review our pay equity practices globally and locally so that we can appropriately address discrepancies. Health, Wellness and Safety
. Our employees are essential to us as a business and their health and well-being is critical to our success and their continuing achievements. Our objective is to prevent injuries and occupational diseases by focusing first and foremost on creating and maintaining environments that are safe. We therefore offer a wide variety of robust programs and initiatives designed to promote the overall health and welfare of all our employees and their families. It is our responsibility to support the health and well-being of our employees. Every year, we have a month dedicated to well-being, called Month of Wellness, which is a worldwide movement fostering employee health. Throughout the Month of Wellness, employees participate in a variety of activities such as informational sessions and health fairs and receive useful resources aligned to our wellness pillars - mental resilience, physical well-being and healthy living, social/family connections, and financial wellness.","ALGN","2026-02-24T10:06:04.468897Z",2023
556,"1",1042,"2026-02-24T10:06:07.936382Z","Human Capital",0.9951,548,"Human Capital",3.245,"ARE_2022_0021","Providing exceptional benefits to support our employees’ well-being, medical, and financial health

We provide a comprehensive benefits package intended to meet and/or exceed the needs of our employees and their families. Our Company-sponsored suite of benefits covers 100% of the premiums for our employees and their dependents and includes, but is not limited to, a high-coverage, low-deductible PPO medical plan, medical care and services program, PPO dental and orthodontia coverage, a generous vision plan, comprehensive prescription drug plan, infertility and family planning benefits, short- and long-term disability benefits, and life and accidental death and dismemberment coverage. These benefits support the health of our employees and their families, their overall well-being, their plans for the future, and reward and recognize their operational excellence.
In addition, we have prioritized our employees’ total well-being with additional benefits that focus on their emotional, mental, physical, financial, and social health:
•","ARE","2026-02-24T10:06:07.936393Z",2022
557,"1",938,"2026-02-24T10:06:16.053048Z","Human Capital",0.9951,549,"Human Capital",7.871,"BALL_2023_0006","Total direct compensation is positioned in a competitive range of the applicable market median in each jurisdiction, differentiated based on tenure, skills and performance, and designed to attract and retain the best talent.
​
Health, Safety and Wellness
​
The health, safety and wellness of all employees is a top priority at Ball. Our environmental, health and safety function and our operations executives partner to consistently reinforce policies and procedures that are designed to reduce workplace risks and ensure safe methods of plant production, including through regular training and reporting on injuries and lost-time incidents. Over the past 15 years, we have sponsored a variety of health and wellness programs designed to enhance the physical and mental well-being of our employees around the world. During 2020, the company expanded access to its existing Employee Assistance Program (EAP) to our entire global workforce.","BALL","2026-02-24T10:06:16.053059Z",2023
558,"1",1189,"2026-02-24T10:06:17.893429Z","Human Capital",0.9951,550,"Human Capital",1.591,"CDNS_2023_0005","Health, Safety and Wellness

We strive to create a safe and rewarding environment to enable our employees to develop the innovations necessary for our sustained success. 
To provide for both the physical and mental health of our employees, we offer a variety of benefits that go beyond traditional health insurance. Our U.S. health and well-being benefits include fertility benefits, coverage for transgender employees undergoing medical treatment, expanded new parent leave, adoption and surrogacy benefits, financial planning and coaching services, and legal services. We also provide training and tools for stress management, time management, conflict resolution and emotional well-being.
To promote employee health and well-being throughout the course of the COVID-19 pandemic, we have provided employees with a flexible, hybrid work model, additional time off to focus on themselves and their families, wellness initiatives (including physical, emotional and mental health), and global employee assistance programs to connect employees and their families with resources, information and counseling to address the challenges caused by the pandemic, such as increased anxiety or stress.","CDNS","2026-02-24T10:06:17.893441Z",2023
559,"1",140,"2026-02-24T10:06:25.108675Z","Business Ethics & Values",0.9854,551,"Business Ethics & Values",6.957,"ORCL_2016_0073","common local business behaviors that are in direct conflict with our business ethics, practices and conduct policies;
•
natural disasters;
•","ORCL","2026-02-24T10:06:25.108702Z",2016
560,"1",140,"2026-02-24T10:06:27.458929Z","Business Ethics & Values",0.9854,552,"Business Ethics & Values",2.103,"ORCL_2017_0080","common local business behaviors that are in direct conflict with our business ethics, practices and conduct policies;
•
natural disasters;
•","ORCL","2026-02-24T10:06:27.458940Z",2017
561,"1",140,"2026-02-24T10:06:32.397115Z","Business Ethics & Values",0.9854,553,"Business Ethics & Values",4.675,"ORCL_2018_0076","common local business behaviors that are in direct conflict with our business ethics, practices and conduct policies;
•
natural disasters;
•","ORCL","2026-02-24T10:06:32.397124Z",2018
562,"1",896,"2026-02-24T10:06:35.986380Z","Business Ethics & Values",0.9852,554,"Business Ethics & Values",3.365,"PWR_2022_0039","Ethics and Compliance

All of our employees are subject to Quanta’s Code of Conduct, which addresses compliance with applicable laws and Quanta’s policies concerning, among other things, general business ethics, competition, anti-corruption and bribery, environmental protection, conflicts of interest, harassment and discrimination, data security and privacy, and insider trading. Quanta’s Code of Conduct also informs employees and third parties about the resources and confidential reporting mechanisms available to detect, prevent and report unethical and illegal conduct, and our Chief Compliance Officer communicates directly with our Board of Directors about actual and alleged violations of the law or the Code of Conduct. Training with respect to Quanta’s Code of Conduct and other policies and procedures is conducted as part of our comprehensive ethics and compliance training program.","PWR","2026-02-24T10:06:35.986389Z",2022
563,"1",944,"2026-02-24T10:06:40.385763Z","Business Ethics & Values",0.985,555,"Business Ethics & Values",4.16,"WY_2022_0048","CODE OF ETHICS

Integrity is a core value at Weyerhaeuser. We have a strong culture of ethics and integrity at every level of our company. Since our founding in 1900, we have consistently been recognized for our ethical business practices, compliance and high standards. In 2021, we were named for the 12
th
 time as one of the World’s Most Ethical Companies® by Ethisphere Institute, a global leader in defining and advancing the standards of ethical business practices. Our Code of Ethics applies to all employees and members of our board, and it is an expression of our commitment and shared responsibility to conduct our business affairs ethically with stakeholders, including employees, communities, customers, suppliers, contractors and shareholders. Our employees also participate in regular compliance and ethics training, role-model and promote ethical behavior, and are instructed on how to communicate concerns of unethical behavior.","WY","2026-02-24T10:06:40.385773Z",2022
564,"1",227,"2026-02-24T10:06:42.801599Z","Business Ethics & Values",0.9849,556,"Business Ethics & Values",2.187,"CSCO_2015_0316","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:42.801607Z",2015
565,"1",227,"2026-02-24T10:06:46.587325Z","Business Ethics & Values",0.9849,557,"Business Ethics & Values",3.52,"CSCO_2016_0321","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:46.587356Z",2016
566,"1",227,"2026-02-24T10:06:48.508194Z","Business Ethics & Values",0.9849,558,"Business Ethics & Values",1.675,"CSCO_2017_0316","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:48.508202Z",2017
567,"1",227,"2026-02-24T10:06:50.858991Z","Business Ethics & Values",0.9849,559,"Business Ethics & Values",2.095,"CSCO_2018_0312","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:50.859001Z",2018
568,"1",227,"2026-02-24T10:06:52.638586Z","Business Ethics & Values",0.9849,560,"Business Ethics & Values",1.546,"CSCO_2019_0268","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:52.638597Z",2019
569,"1",227,"2026-02-24T10:06:55.030294Z","Business Ethics & Values",0.9849,561,"Business Ethics & Values",2.125,"CSCO_2020_0269","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:55.030305Z",2020
570,"1",227,"2026-02-24T10:06:57.073647Z","Business Ethics & Values",0.9849,562,"Business Ethics & Values",1.804,"CSCO_2021_0272","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:57.073657Z",2021
571,"1",227,"2026-02-24T10:06:59.017602Z","Business Ethics & Values",0.9849,563,"Business Ethics & Values",1.71,"CSCO_2022_0287","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:06:59.017623Z",2022
572,"1",227,"2026-02-24T10:07:00.297509Z","Business Ethics & Values",0.9849,564,"Business Ethics & Values",1.075,"CSCO_2023_0272","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:07:00.297521Z",2023
573,"1",227,"2026-02-24T10:07:01.440762Z","Business Ethics & Values",0.9849,565,"Business Ethics & Values",0.888,"CSCO_2024_0313","Our culture demands integrity, and we have the highest confidence in our processes, our internal controls and our people, who are objective in their responsibilities and who operate under the highest level of ethical standards.","CSCO","2026-02-24T10:07:01.440772Z",2024
574,"1",404,"2026-02-24T10:07:08.861830Z","Business Ethics & Values",0.9845,566,"Business Ethics & Values",7.195,"ALB_2023_0361","As first reported in 2018, following receipt of information regarding potential improper payments being made by third-party sales representatives of our Refining Solutions business, within our Catalysts segment, we promptly retained outside counsel and forensic accountants to investigate potential violations of the Company’s Code of Conduct, the Foreign Corrupt 

Albemarle Corporation and Subsidiaries","ALB","2026-02-24T10:07:08.861844Z",2023
575,"1",1299,"2026-02-24T10:07:35.063220Z","Business Ethics & Values",0.9836,567,"Business Ethics & Values",25.949,"AES_2019_0107","The Code of Conduct is intended to govern, as a requirement of employment, the actions of everyone who works at AES, including employees of our subsidiaries and affiliates. Our Ethics and Compliance Department provides training, information, and certification programs for AES employees related to the Code of Conduct. The Ethics and Compliance Department also has programs in place to prevent and detect criminal conduct, promote an organizational culture that encourages ethical behavior and a commitment to compliance with the law, and to monitor and enforce AES policies on corruption, bribery, money laundering and associations with terrorists groups. The Code of Conduct and the Corporate Governance Guidelines are located in their entirety on our website. Any person may obtain a copy of the Code of Conduct or the Corporate Governance Guidelines without charge by making a written request to: Corporate Secretary, The AES Corporation, 4300 Wilson Boulevard, Arlington, VA 22203. If any amendments to, or waivers from, the Code of Conduct or the Corporate Governance Guidelines are made, we will disclose such amendments or waivers on our website. You should consider carefully the following risks, along with the other information contained in or incorporated by reference in this Form 10-K.","AES","2026-02-24T10:07:35.063231Z",2019
576,"1",1289,"2026-02-24T10:07:38.562885Z","Business Ethics & Values",0.9835,568,"Business Ethics & Values",3.262,"AWK_2023_0170","Our business may be adversely affected by the intentional misconduct of our employees and contractors. Our Code of Ethics requires employees and contractors to make decisions ethically and in compliance with applicable law and regulatory requirements, and our Code of Ethics and its underlying policies, practices and procedures. All employees are required to complete training on and review the Code of Ethics on an annual basis, and violations of the Code of Ethics could result in disciplinary actions up to, and including, termination. Despite these efforts to prevent misconduct, it is possible for employees or contractors to engage in intentional misconduct and violate laws and regulations through, among other things, theft, fraud, misappropriation, bribery, corruption and engaging in conflicts of interest or related person transactions, or otherwise committing serious breaches of our Code of Ethics and our policies, practices and procedures. Intentional misconduct by employees or contractors could result in substantial liability, higher costs, increased regulatory scrutiny and significant reputational harm, any of which could have a material adverse effect on our financial condition, results of operations and cash flows. ITEM 1B. UNRESOLVED STAFF COMMENTS
None. ITEM 2.","AWK","2026-02-24T10:07:38.562897Z",2023
577,"1",1312,"2026-02-24T10:07:40.631666Z","Business Ethics & Values",0.9832,569,"Business Ethics & Values",1.828,"AWK_2024_0172","Our business may be adversely affected by the intentional misconduct of our employees and contractors.

Our Code of Ethics requires employees and contractors to make decisions ethically and in compliance with applicable law and regulatory requirements, and our Code of Ethics and its underlying policies, practices and procedures. All employees are required to complete training on and review the Code of Ethics on an annual basis, and violations of the Code of Ethics could result in disciplinary actions up to, and including, termination. Despite these efforts to prevent misconduct, it is possible for employees or contractors to engage in intentional misconduct and violate laws and regulations through, among other things, theft, fraud, misappropriation, bribery, corruption and engaging in conflicts of interest or related person transactions, or otherwise committing serious breaches of our Code of Ethics and our policies, practices and procedures. Intentional misconduct by employees or contractors could result in substantial liability, higher costs, increased regulatory scrutiny and significant reputational harm, any of which could have a material adverse effect on our financial condition, results of operations and cash flows.

ITEM 1B.    UNRESOLVED STAFF COMMENTS
None.
ITEM 1C.    CYBERSECURITY","AWK","2026-02-24T10:07:40.631678Z",2024
578,"1",778,"2026-02-24T10:07:43.554118Z","Business Ethics & Values",0.9832,570,"Business Ethics & Values",2.683,"LKQ_2021_0003","Commitment to Values and Ethics

Along with our core values, we act in accordance with our Code of Ethics, which sets forth guidance for employees to make appropriate ethical decisions. Our Code of Ethics covers topics such as use of company assets, bribery and corruption, conflicts of interest, discrimination, harassment, health and safety, privacy and data protection, protecting confidential information, and reporting Code of Ethics violations. The Code of Ethics reflects our commitment to acting with a high level of integrity and providing guidance for reporting complaints in the event of alleged violations of our policies (including through an anonymous “Speak Up” hotline). We do not tolerate harassment or retaliation against persons that report improper behavior.","LKQ","2026-02-24T10:07:43.554129Z",2021
579,"1",255,"2026-02-24T10:07:45.976862Z","Business Ethics & Values",0.9831,571,"Business Ethics & Values",2.188,"ROL_2019_0454","regarding an amendment to, or waiver from, a provision
of its code of ethics that relates to any elements of the code of ethics definition enumerated in SEC rules by posting such information
on its internet website, the address of which is provided above.","ROL","2026-02-24T10:07:45.976873Z",2019
580,"1",903,"2026-02-24T10:07:48.804440Z","Business Ethics & Values",0.983,572,"Business Ethics & Values",2.557,"TEL_2018_0375","We have adopted a guide to ethical conduct, which applies to all employees, officers, and directors. Our Guide to Ethical Conduct meets the
requirements of a ""code of ethics"" as defined by Item 406 of Regulation S-K and applies to our Chief Executive Officer, Chief Financial Officer, and Chief Accounting Officer, as well as
all other employees and directors. Our Guide to Ethical Conduct also meets the requirements of a code of business conduct and ethics under the listing standards of the NYSE. Our Guide to Ethical
Conduct is posted on our website at 
www.te.com
 under the heading ""Corporate Responsibility—Governance and Environment—Guide to
Ethical Conduct."" We also will provide a copy of our Guide to Ethical Conduct to shareholders upon request. We intend to disclose any amendments to our Guide to Ethical Conduct, as well as any waivers
for executive officers or directors, on our website.","TEL","2026-02-24T10:07:48.804452Z",2018
581,"1",533,"2026-02-24T10:07:53.545478Z","Business Ethics & Values",0.9829,573,"Business Ethics & Values",4.515,"EW_2021_0029","Failure to comply with these laws and regulations could result in criminal liability, significant fines or penalties, negative publicity, and substantial costs and expenses associated with investigation and enforcement activities. To assist in our 

compliance efforts, we work to adhere to many codes of ethics and conduct regarding our business activities in the United States and other countries in which we operate. In addition, we have in place a dedicated team to improve our internal business compliance programs and policies.","EW","2026-02-24T10:07:53.545489Z",2021
582,"1",531,"2026-02-24T10:07:57.843595Z","Business Ethics & Values",0.9829,574,"Business Ethics & Values",4.037,"EW_2022_0032","Failure to comply with these laws and regulations could result in criminal liability, significant fines or penalties, negative publicity, and substantial costs and expenses associated with investigation and enforcement activities. To assist in our compliance efforts, we work to adhere to many codes of ethics and conduct regarding our business activities in the United States and other countries in which we operate. In addition, we have in place a dedicated team to improve our internal business compliance programs and policies.","EW","2026-02-24T10:07:57.843607Z",2022
583,"1",531,"2026-02-24T10:08:01.285020Z","Business Ethics & Values",0.9829,575,"Business Ethics & Values",3.178,"EW_2023_0030","Failure to comply with these laws and regulations could result in criminal liability, significant fines or penalties, negative publicity, and substantial costs and expenses associated with investigation and enforcement activities. To assist in our compliance efforts, we work to adhere to many codes of ethics and conduct regarding our business activities in the United States and other countries in which we operate. In addition, we have in place a dedicated team to improve our internal business compliance programs and policies.","EW","2026-02-24T10:08:01.285031Z",2023
584,"1",531,"2026-02-24T10:08:03.089276Z","Business Ethics & Values",0.9829,576,"Business Ethics & Values",1.594,"EW_2024_0033","Failure to comply with these laws and regulations could result in criminal liability, significant fines or penalties, negative publicity, and substantial costs and expenses associated with investigation and enforcement activities. To assist in our compliance efforts, we work to adhere to many codes of ethics and conduct regarding our business activities in the United States and other countries in which we operate. In addition, we have in place a dedicated team to improve our internal business compliance programs and policies.","EW","2026-02-24T10:08:03.089288Z",2024
585,"1",276,"2026-02-24T10:08:06.683316Z","Business Ethics & Values",0.9829,577,"Business Ethics & Values",3.358,"MS_2018_1606","Morgan Stanley’s Code of Ethics and Business Conduct applies to all directors, officers and employees, including its Chief Executive
Officer, Chief Financial Officer and Deputy Chief Financial Officer. You can find our Code of Ethics and Business Conduct on our Internet site,","MS","2026-02-24T10:08:06.683324Z",2018
586,"1",914,"2026-02-24T10:09:09.724644Z","Business Ethics & Values",0.9828,578,"Business Ethics & Values",62.779,"TEL_2016_0391","We have adopted a guide to ethical conduct, which applies to all of our employees, officers, and directors. Our Guide to Ethical Conduct meets
the requirements of a ""code of ethics"" as defined by Item 406 of Regulation S-K and applies to our Chief Executive Officer, Chief Financial Officer, and Chief Accounting Officer, as well
as all other employees and directors, as indicated above. Our Guide to Ethical Conduct also meets the requirements of a code of business conduct and ethics under the listing standards of the NYSE. Our
Guide to Ethical Conduct is posted on our website at 
www.te.com
 under the heading ""Corporate Responsibility—Governance—Guide to
Ethical Conduct."" We also will provide a copy of our Guide to Ethical Conduct to shareholders upon request. We intend to disclose any amendments to our Guide to Ethical Conduct, as well as any waivers
for executive officers or directors, on our website.","TEL","2026-02-24T10:09:09.724657Z",2016
587,"1",887,"2026-02-24T10:09:11.836851Z","Business Ethics & Values",0.9828,579,"Business Ethics & Values",1.85,"TEL_2017_0381","We have adopted a guide to ethical conduct, which applies to all employees, officers, and directors. Our Guide to Ethical Conduct meets the
requirements of a ""code of ethics"" as defined by Item 406 of Regulation S-K and applies to our Chief Executive Officer, Chief Financial Officer, and Chief Accounting Officer, as well as
all other employees and directors. Our Guide to Ethical Conduct also meets the requirements of a code of business conduct and ethics under the listing standards of the NYSE. Our Guide to Ethical
Conduct is posted on our website at 
www.te.com
 under the heading ""Corporate Responsibility—Governance—Guide to Ethical Conduct.""
We also will provide a copy of our Guide to Ethical Conduct to shareholders upon request. We intend to disclose any amendments to our Guide to Ethical Conduct, as well as any waivers for executive
officers or directors, on our website.","TEL","2026-02-24T10:09:11.836861Z",2017
588,"1",501,"2026-02-24T10:09:16.814210Z","Business Ethics & Values",0.9826,580,"Business Ethics & Values",4.735,"MU_2021_0050","Business – Overview – Impact of COVID-19 on Our Business.”
We are a member of the Responsible Business Alliance (RBA), a group of leading companies focused on promoting responsible working conditions, ethical business practices, and environmental stewardship throughout our global supply chain. We strive to adhere to both our Code of Business Conduct and Ethics (available on our website) and the RBA code of conduct, which is a demonstration of our commitment to integrity and responsible practices.","MU","2026-02-24T10:09:16.814220Z",2021
589,"1",1429,"2026-02-24T10:09:20.349987Z","Business Ethics & Values",0.9824,581,"Business Ethics & Values",3.275,"AES_2015_0135","Our Code of Business Conduct (“Code of Conduct”) and Corporate Governance Guidelines have been adopted by our Board of Directors. The Code of Conduct is intended to govern, as a requirement of employment, the actions of everyone who works at AES, including employees of our subsidiaries and affiliates. Our Ethics and Compliance Department provides training, information, and certification programs for AES employees related to the Code of Conduct. The Ethics and Compliance Department also has programs in place to prevent and detect criminal conduct, promote an organizational culture that encourages ethical behavior and a commitment to compliance with the law, and to monitor and enforce AES policies on corruption, bribery, money laundering and associations with terrorists groups. The Code of Conduct and the Corporate Governance Guidelines are located in their entirety on our website. Any person may obtain a copy of the Code of Conduct or the Corporate Governance Guidelines without charge by making a written request to: Corporate Secretary, The AES Corporation, 4300 Wilson Boulevard, Arlington, VA 22203. If any amendments to, or waivers from, the Code of Conduct or the Corporate Governance Guidelines are made, we will disclose such amendments or waivers on our website. You should consider carefully the following risks, along with the other information contained in or incorporated by reference in this Form 10-K.","AES","2026-02-24T10:09:20.349997Z",2015
590,"1",276,"2026-02-24T10:09:25.892229Z","Business Ethics & Values",0.9824,582,"Business Ethics & Values",5.303,"MS_2019_1560","Morgan Stanley’s Code of Ethics and Business Conduct applies to all directors, officers and employees, including its Chief Executive
Officer, Chief Financial Officer and Deputy Chief Financial Officer. You can find the Code of Ethics and Business Conduct on the Internet site,","MS","2026-02-24T10:09:25.892241Z",2019
