"annotation_id","annotator","char_count","combined_text","created_at","filing_date","finbert_confidence","finbert_label","id","label","lead_time","paragraph_id","risk_heading","risk_section","split","ticker","updated_at"
1550,"1",788,"Adverse capital and credit market conditions may significantly affect our ability to meet liquidity needs or obtain credit on acceptable terms
In periods of extreme volatility and disruption in the capital and credit markets, liquidity and credit capacity may be severely restricted. Our access to additional financing depends on a variety of factors such as market conditions, the general availability of credit, the overall availability of credit to our industry, our credit ratings and credit capacity, as well as lenders’ perception of our long- or short-term financial prospects. In such circumstances, our ability to obtain capital to fund operating expenses, financing costs, capital expenditures or acquisitions may be limited, and the cost of any such capital may be significant.","2026-03-11T13:00:05.666336Z","2022-02-18",0.9819,"Non-ESG",55,"Non-ESG",30.082,"ALL_2022_RISK_027","Adverse capital and credit market conditions may significantly affect our ability to meet liquidity needs or obtain credit on acceptable terms","","","ALL","2026-03-11T13:00:05.666346Z"
1551,"1",2186,"Provisions in our corporate governance documents could operate to delay or prevent a change in control of our company, dilute the voting power or reduce the value of our capital stock or affect its liquidity.
The existence of some provisions within our restated certificate of incorporation and amended and restated bylaws could discourage, delay or prevent a change in control of us that a stockholder may consider favorable. These include provisions:•providing that our board of directors fixes the number of members of the board; •providing for the division of our board of directors into three classes with staggered terms; •providing that only our board of directors may fill board vacancies; •limiting who may call special meetings of stockholders; •prohibiting stockholder action by written consent, thereby requiring stockholder action to be taken at a meeting of the stockholders; •establishing advance notice requirements for nominations of candidates for election to our board of directors or for proposing matters that can be acted on by stockholders at stockholder meetings; •establishing supermajority vote requirements for certain amendments to our restated certificate of incorporation; •providing that our directors may only be removed for cause; •authorizing a large number of shares of common stock that are not yet issued, which would allow our board of directors to issue shares to persons friendly to current management, thereby protecting the continuity of our management, or which could be used to dilute the stock ownership of persons seeking to obtain control of us; and •authorizing the issuance of “blank check” preferred stock, which could be issued by our board of directors to increase the number of outstanding shares and thwart a takeover attempt. Our restated certificate of incorporation also authorizes us to issue, without the approval of our stockholders, one or more classes or series of preferred stock having such designation, powers, preferences and relative, participating, optional and other special rights, including preferences over our common stock respecting dividends and distributions, as our board of directors generally may determine.","2026-03-11T13:00:14.335907Z","2022-02-24",0.9948,"Corporate Governance",56,"Corporate Governance",7.98,"MPC_2022_RISK_047","Provisions in our corporate governance documents could operate to delay or prevent a change in control of our company, dilute the voting power or reduce the value of our capital stock or affect its liquidity.","Legal and Regulatory Risks","","MPC","2026-03-11T13:00:14.335928Z"
1552,"1",2051,"We are subject to regulation worldwide.  If we fail to comply with regulatory requirements or if regulations change in a way that adversely affects our operations, we may not be able to conduct our business, or we may be less profitable.
Many of our activities throughout the world are subject to supervision and regulations promulgated by regulatory or self-regulatory bodies such as the SEC, the NYSE, the DOJ, the IRS, the Office of Foreign Assets Control, the Federal Trade Commission and the Financial Industry Regulatory Authority (FINRA) in the U.S., the Financial Conduct Authority in the U.K., the Australian Securities and Investments Commission in Australia and insurance regulators in nearly every jurisdiction in which we operate. Our retirement-related consulting and investment services are subject to pension law and financial regulation in many countries. Our activities are also subject to a variety of other laws, rules and regulations addressing licensing, data privacy, wage-and-hour standards, employment and labor relations, anti-competition, anti-corruption, currency, reserves and the amount of local investment with respect to our operations in certain countries. This regulatory supervision could reduce our profitability or growth by increasing the costs of compliance, restricting the products or services we sell, the markets we enter, the methods by which we sell our products and services, or the prices we can charge for our services and the form of compensation we can accept from our clients, underwriting enterprises and third parties. As our operations grow around the world, it is increasingly difficult to monitor and enforce regulatory compliance across the organization. A compliance failure by even one of our smallest branches could lead to litigation and/or disciplinary actions that may include compensating clients for loss, the imposition of penalties, and/or the loss of our authorization to operate. In all such cases, we would also likely incur significant internal investigation costs and legal fees.","2026-03-11T13:00:33.805795Z","2022-02-18",0.8332,"Business Ethics & Values",57,"Business Ethics & Values",18.772,"AJG_2022_RISK_046","We are subject to regulation worldwide.  If we fail to comply with regulatory requirements or if regulations change in a way that adversely affects our operations, we may not be able to conduct our business, or we may be less profitable.","Regulatory, Legal and Accounting Risks","","AJG","2026-03-11T13:00:33.805806Z"
1553,"1",1655,"We may be unable to obtain an adequate fuel supply in the future.
We obtain substantially all of our physical natural gas and nuclear fuel supply from third parties pursuant to arrangements that vary in term, pricing structure, firmness and delivery flexibility. Our fuel supply arrangements must be coordinated with transportation agreements, balancing agreements, storage services and other contracts to ensure that the natural gas and nuclear fuel are delivered to our power plants at the times, in the quantities and otherwise in a manner that meets the needs of our generation portfolio and our customers. We must also comply with laws and regulations governing the transportation of such fuels. We are exposed to increases in the price of natural gas and nuclear fuel, and it is possible that sufficient supplies to operate our generating facilities profitably may not continue to be available to us. Significant changes in the price of natural gas and nuclear fuel could affect our future results and impact our liquidity needs. In addition, we face risks with regard to the delivery to, and the use of natural gas and nuclear fuel by, our power plants including the following:•transportation may be unavailable if pipeline infrastructure is damaged or disabled;•pipeline tariff changes may adversely affect our ability to, or cost to, deliver such fuels;•creditworthiness of third-party suppliers, defaults by third-party suppliers on supply obligations and our ability to replace supplies currently under contract may delay or prevent timely delivery;•market liquidity for physical supplies of such fuels or availability of related services (e.g.","2026-03-11T13:02:35.076802Z","2022-02-24",0.8925,"Non-ESG",58,"Non-ESG",120.641,"PEG_2022_RISK_025","We may be unable to obtain an adequate fuel supply in the future.","RISKS RELATED TO OUR GENERATION BUSINESS","","PEG","2026-03-11T13:02:35.076828Z"
1554,"1",515,"RISK FACTORS
The following risk factors and other information included in this Annual Report on Form 10-K should be carefully considered. The occurrence of any of the following risks or of unknown risks and uncertainties may adversely affect our business, financial condition, results of operations and cash flows. As used herein, references to our “asset management business” refer to the historical Apollo business, whereas references to our “retirement services business” refer to the historical Athene business.","2026-03-11T13:02:52.494692Z","2023-03-01",0.9599,"Non-ESG",59,"Non-ESG",16.779,"APO_2023_RISK_001","RISK FACTORS","RISK FACTORS","","APO","2026-03-11T13:02:52.494704Z"
1555,"1",2014,"Risks Relating to Laws and Regulations
In addition, the United Kingdom’s (“UK”) exit from the EU, and ongoing developments in the UK, have created uncertainty with regard to data protection regulation in the UK. Data processing in the UK is now governed by the UK General Data Protection Regulation and supplemented by other domestic data protection laws, such as the UK Data Protection Act 2018, which authorizes  fines of up to £17.5 million or 4% of annual global revenue, whichever is higher. We are also exposed to potentially divergent enforcement actions for certain violations. Furthermore, the new SCCs apply only to the transfer of personal data outside the EU and not the UK. Although the European Commission adopted an adequacy decision for the UK on June 28, 2021, allowing the continued flow of personal data from the EU to the UK, this decision will be regularly reviewed going forward and may be revoked if the UK diverges from its current adequate data protection laws following its exit from the EU. On February 2, 2022, the UK’s Information Commissioner’s Office issued new standard contractual clauses to support personal data transfers out of the UK (“UK SCCs”). If approved by the UK Parliament, the UK SCCs will become effective March 21, 2022, and we may, in addition to other impacts, experience additional costs associated with increased compliance burdens and be required to engage in new contract negotiations with third parties that aid in processing personal data on our behalf or localize certain personal data. Several other countries, including China, Australia, New Zealand, Brazil, and Japan, have also established specific legal requirements for cross-border data transfers. There is also an increasing trend towards data localization policies. For example, in 2015, Russia introduced data localization laws. In 2021, China introduced localization requirements for certain data. There are also other countries, such as India, that are considering data localization requirements.","2026-03-11T13:05:04.276444Z","2022-03-14",0.7055,"Product Liability",60,"Product Liability",131.142,"ADSK_2022_RISK_070","Risks Relating to Laws and Regulations","Risks Relating to Laws and Regulations","","ADSK","2026-03-11T13:05:04.276453Z"
1556,"1",739,"D. Risks Specific to Pennsylvania Regulated Segment
PPL Electric is subject to Act 129, which contains requirements for energy efficiency and conservation programs and for the use of smart metering technology, imposes PLR electricity supply procurement rules, provides remedies for market misconduct, and made changes to the existing Alternative Energy Portfolio Standard. The law also requires electric utilities to meet specified goals for reduction in customer electricity usage and peak demand. Utilities not meeting these Act 129 requirements are subject to significant penalties that cannot be recovered in rates. Numerous factors outside of our control could prevent compliance with these requirements and result in penalties to us.","2026-03-11T13:05:46.001038Z","2022-02-18",0.5498,"Non-ESG",61,"Climate Change",41.058,"PPL_2022_RISK_019","D. Risks Specific to Pennsylvania Regulated Segment","E.Risks Related to All Segments","","PPL","2026-03-11T13:05:46.001050Z"
1557,"1",726,"Technology Risks
The Company’s financial and regulatory reporting and key business decisions are reliant on the quality, availability, and retention of data. While Truist has implemented a robust data management control framework to mitigate the risks associated with data while at rest, in motion, and in use, a control failure may lead to data loss, data misuse, and data quality risks. These failures may ultimately result in inaccuracies in financial and regulatory reports, inhibited management decision-making, financial loss, reputational risk, and regulatory compliance risk, including privacy compliance risks to the extent that the Company has ineffective or flawed consumer data management processes and monitoring.","2026-03-11T13:12:52.694933Z","2023-02-28",0.751,"Product Liability",62,"Product Liability",426.033,"TFC_2023_RISK_077","Technology Risks","Technology Risks","","TFC","2026-03-11T13:12:52.694953Z"
1558,"1",1896,"Risks Related to Laws and Regulations
In addition, our tax liability is determined by our taxable income multiplied by the current tax rates in effect. If the tax rates are increased or a minimum corporate income tax is implemented, as has been proposed by the current Presidential Administration, we may experience adverse impacts to our financial condition and results of operations. Our utility business currently operates wind generating facilities, which generate production tax credits for us to use to reduce our federal tax obligations. The amount of production tax credits we earn is dependent on the date the qualifying generating facilities are placed in service, the level of electricity output generated by our qualifying generating facilities and the applicable tax credit rate. If there is a disagreement on the in-service date, the amount of production tax credits that we can generate may be significantly reduced. A variety of operating and economic parameters, including transmission constraints, the imbalance of supply and demand of wind energy resulting in unfavorable pricing for wind energy, adverse weather conditions and breakdown or failure of equipment, could significantly reduce the production tax credits generated by our wind farms resulting in a material adverse impact on our financial condition and results of operations. Our strategic plan includes developing solar generating facilities, which are expected to generate investment tax credits. Investment tax credits are dependent on the date the qualifying generating facilities begin and end construction and the costs of the qualifying generating facilities. If there is a disagreement on the dates construction began and ended or the qualifying costs, the amount of investment tax credits awarded may be significantly reduced, possibly adversely impacting our financial condition and results of operations.","2026-03-11T13:13:59.112999Z","2022-02-18",0.5572,"Non-ESG",63,"Non-ESG",65.737,"LNT_2022_RISK_014","Risks Related to Laws and Regulations","Risks Related to Laws and Regulations","","LNT","2026-03-11T13:13:59.113012Z"
1559,"1",904,"The average selling price of our products may decrease and our costs may increase, which may negatively impact revenues and profits
It is possible that the average selling prices of our products will decrease in the future in response to competitive pricing pressures, increased sales discounts, new product introductions by us or our competitors, as well as the shift to more software consumption based and “as a service based” models, or other factors. Therefore, in order to maintain our profits, we must develop and introduce new products and product enhancements on a timely basis and continually reduce our product costs. Our failure to do so could cause our revenue and profits to decline, which would harm our business and results of operations. In addition, we may experience substantial period-to-period fluctuations in future operating results due to the erosion of our average selling prices.","2026-03-11T13:14:23.914281Z","2021-11-16",0.9863,"Non-ESG",64,"Non-ESG",24.044,"FFIV_2021_RISK_018","The average selling price of our products may decrease and our costs may increase, which may negatively impact revenues and profits","Risk Factors","","FFIV","2026-03-11T13:14:23.914307Z"
1560,"1",1984,"Legal and Regulatory Risks
The Company’s operations are subject to the general risks of litigation. The Company is involved on an ongoing basis in litigation arising in the ordinary course of business. Trends in litigation may include class actions involving employees, consumers, competitors, suppliers, shareholders, or others, and claims relating to product liability, contract disputes, antitrust regulations, intellectual property, advertising, labeling, wage and hour laws, employment practices or environmental matters. Neither litigation trends nor the outcomes of litigation can be predicted with certainty and adverse litigation trends and outcomes could negatively affect the Company’s financial results. Government regulation, present and future, exposes the Company to potential sanctions and compliance costs that could adversely affect the Company’s business. The Company’s operations are subject to extensive regulation by the U.S. Department of Homeland Security, the U.S. Department of Agriculture, the U.S. Food and Drug Administration, federal and state taxing authorities and other federal, state, and local authorities which oversee workforce immigration, taxation, animal welfare, food safety, and the processing, packaging, storage, distribution, advertising, and labeling of the Company’s products. The Company’s manufacturing facilities and products are subject to ongoing inspection by federal, state and local authorities. Claims or enforcement proceedings could be brought against the Company in the future. The availability of government inspectors due to a government furlough could also cause disruption to the Company’s manufacturing facilities. Additionally, the Company is subject to new or modified laws, regulations, and accounting standards. The Company’s failure or inability to comply with such requirements could subject the Company to civil remedies, including fines, injunctions, recalls or seizures, as well as potential criminal sanctions.","2026-03-11T13:14:53.847542Z","2021-12-10",0.8906,"Business Ethics & Values",65,"Business Ethics & Values",29.236,"HRL_2021_RISK_014","Legal and Regulatory Risks","Legal and Regulatory Risks","","HRL","2026-03-11T13:14:53.847550Z"
1561,"1",1201,"We depend on third parties and their technology to manufacture, assemble, test and/or package our products, which reduces our control over product quantity and quality, manufacturing yields, development, enhancement and product delivery schedule and could harm our business.
We do not manufacture the silicon wafers used for our products and do not own or operate a wafer fabrication facility. Instead, we are dependent on industry-leading foundries, such as Taiwan Semiconductor Manufacturing Company Limited and Samsung Electronics Co. Ltd., to manufacture our semiconductor wafers using their fabrication equipment and techniques. Similarly, we do not directly assemble, test or package our products, but instead rely on independent subcontractors. In the past we have not had and going forward we may not have long-term commitment contracts with these foundries or subcontractors. Nevertheless, we may enter into long-term procurement and capacity commitments as our business grows or in periods with limited availability of capacity and components in our supply chain. As our business grows, we must continue to scale and adapt our supply chain or it could have an adverse impact on our business.","2026-03-12T08:49:24.024891Z","2021-02-26",0.9664,"Non-ESG",66,"Product Liability",21.424,"NVDA_2021_RISK_006","We depend on third parties and their technology to manufacture, assemble, test and/or package our products, which reduces our control over product quantity and quality, manufacturing yields, development, enhancement and product delivery schedule and could harm our business.","","","NVDA","2026-03-12T08:49:24.024902Z"
1562,"1",260,"Risks Related to the Operating Partnership’s Organization and Ownership of OP Units
In certain circumstances, certain of the Operating Partnership’s unitholders must approve the Operating Partnership’s sale of certain properties contributed by the unitholders.","2026-03-12T08:50:10.619312Z","2022-02-17",0.8895,"Non-ESG",67,"Non-ESG",45.944,"MAA_2022_RISK_078","Risks Related to the Operating Partnership’s Organization and Ownership of OP Units","Tennessee Anti-Takeover Statutes","","MAA","2026-03-12T08:50:10.619323Z"
1563,"1",1845,"Credit
Certain aspects of the security of such technologies are unpredictable or beyond our control, and the failure by mobile technology and cloud service providers to adequately safeguard their systems and prevent cyber attacks could disrupt our operations and result in misappropriation, corruption or loss of confidential and other information. In addition, there is a risk that encryption and other protective measures, despite their sophistication, may be defeated, particularly to the extent that new computing technologies vastly increase the speed and computing power available. We routinely transmit and receive personal, confidential and proprietary information by email and other electronic means. We have discussed and worked with clients, vendors, service providers, counterparties and other third parties to develop secure transmission capabilities and protect against cyber attacks, but we do not have, and may be unable to put in place, secure capabilities with all of our clients, vendors, service providers, counterparties and other third parties and we may not be able to ensure that these third parties have appropriate controls in place to protect the confidentiality of the information. An interception, misuse or mishandling of personal, confidential or proprietary information being sent to or received from a client, vendor, service provider, counterparty or other third party could result in legal liability, regulatory action and reputational harm. We may incur losses as a result of ineffective risk management processes and strategies. We seek to monitor and control our risk exposure through a risk and control framework encompassing a variety of separate but complementary financial, credit, operational, compliance and legal reporting systems, internal controls, management review processes and other mechanisms.","2026-03-12T08:50:22.097463Z","2022-02-25",0.8933,"Product Liability",68,"Product Liability",10.851,"GS_2022_RISK_042","Credit","Credit","","GS","2026-03-12T08:50:22.097474Z"
1564,"1",1603,"The outbreak of the COVID-19 global pandemic and associated responses has had, and is expected to continue to have, an adverse impact on our business and operations.
If a significant percentage of our workforce is unable to work, including because of illness, travel or government restrictions in connection with COVID-19, this could have an adverse effect on our operations and results of operations. In addition, certain of our team members who claim to have tested positive for COVID-19, or their family members, have filed lawsuits seeking compensatory and punitive damages for wrongful death and personal injury claims in several states. We expect additional team members or family members of team members may assert similar claims as the COVID-19 pandemic continues. If we are unsuccessful in defending against such claims, we may experience significant losses and expenses in connection with these lawsuits, which could adversely affect our liquidity, results of operations and financial condition. We have also experienced, and expect to continue to experience, disruption and volatility in our supply chain, which has resulted, and may continue to result, in increased costs for certain raw materials, packaging materials and transportation costs. The spread of COVID-19 has also disrupted and may continue to disrupt logistics necessary to import, export and deliver products to us and our customers. Ports and other channels of entry have been closed or operating at only a portion of capacity and means of transporting products within regions or countries may be limited for the same reason.","2026-03-12T08:52:04.611049Z","2021-11-15",0.9562,"Human Capital",69,"Human Capital",101.637,"TSN_2021_RISK_003","The outbreak of the COVID-19 global pandemic and associated responses has had, and is expected to continue to have, an adverse impact on our business and operations.","BUSINESS & OPERATIONAL RISK FACTORS","","TSN","2026-03-12T08:52:04.611058Z"
1565,"1",407,"Risk Factors
The Company's business, financial condition, results of operations and cash flows are subject to various risks, including, but not limited to, those set forth below, which could cause actual results to vary materially from recent results or from anticipated future results. These risk factors should be considered together with information included elsewhere in this Annual Report on Form 10-K.","2026-03-12T08:52:09.142903Z","2022-02-11",0.9793,"Non-ESG",70,"Non-ESG",3.923,"ITW_2022_RISK_001","Risk Factors","Risk Factors","","ITW","2026-03-12T08:52:09.142912Z"
1566,"1",1562,"Business and Operational Risks
Federal authorities’ investigation into the incident and established an ongoing relationship to better understand the ever-changing nature of cybersecurity related threats;•additional visibility into our network and environment;•additional monitoring of our environment;•active threat hunting in our environment;•enhanced protection for externally facing web applications;•the addition of Multi-Factor Authentication to ingress points;•the addition of denial of service attack protection; and•increased network segmentation,such efforts may not be successful, in which case we could suffer significant harm. Further, we are at risk of being targeted, and we have in the past been victim to, business email compromise fraud, which results in payments being made to illegitimate bank accounts. Although these instances have not resulted in our incurring material losses, if similar instances occur in the future, we may incur such losses. Our contracts with our clients typically contain provisions that require us to keep confidential the information generated from the studies we conduct. In the event the confidentiality of such information is compromised, whether by unauthorized access or other breaches, we could be exposed to significant harm, including termination of customer contracts, damage to our customer relationships, damage to our reputation and potential legal claims from customers, employees and other parties. In addition, we may face investigations by government regulators and agencies as a result of a breach.","2026-03-12T08:53:05.780036Z","2022-02-16",0.8631,"Product Liability",71,"Product Liability",56.033,"CRL_2022_RISK_019","Business and Operational Risks","Business and Operational Risks","","CRL","2026-03-12T08:53:05.780047Z"
1567,"1",1368,"MACROECONOMIC, INDUSTRY AND FINANCIAL RISKS
Currencies other than the U.S. dollar, including the euro, the British pound, Chinese yuan (renminbi) and the Japanese yen, can have an impact on our results as expressed in U.S. dollars. Global economic events, including trade disputes, economic sanctions and emerging market volatility, and the resulting uncertainty, may cause currencies to fluctuate, which may contribute to variations in sales of our products and services in impacted jurisdictions. Because a majority of our revenues are generated outside the United States, fluctuations in foreign currency exchange rates could adversely affect our net revenue growth in future periods. In addition, currency variations can adversely affect margins on sales of our products in countries outside of the United States and products that include components obtained from suppliers located outside of the United States. From time to time, we may use forward contracts and/or options designated as cash flow hedges to protect against foreign currency exchange rate risks. Our hedging strategies may be ineffective or may not offset any or more than a portion of the adverse financial impact resulting from currency variations. Losses associated with hedging activities also may impact our revenue, financial condition, cash flows and, to a lesser extent, our cost of sales.","2026-03-12T08:53:10.004966Z","2021-12-09",0.9865,"Non-ESG",72,"Non-ESG",3.556,"HPQ_2021_RISK_068","MACROECONOMIC, INDUSTRY AND FINANCIAL RISKS","MACROECONOMIC, INDUSTRY AND FINANCIAL RISKS","","HPQ","2026-03-12T08:53:10.004974Z"
1568,"1",1024,"Major public health issues, including COVID-19 and any resulting economic effects could have an adverse impact on the Company's financial condition and results of operations and other aspects of its business.
and sales associates and other distribution partners in Japan” and “Difficult conditions in global capital markets and the economy, including those caused by COVID-19, could have a material adverse effect on the Company's investments, capital position, revenue, profitability, and liquidity and harm the Company's business” for more information. Further, the Company's operations, as well as those of its vendors, service providers and counterparties, may also be adversely affected by the COVID-19 pandemic or the mitigation efforts outlined above. In both the U.S. and Japan, the Company has over 50% of its employees working remotely. The Company has begun to implement return to work plans for Aflac Japan and Aflac U.S. that are adaptable and based upon multiple factors including government orders, guidelines","2026-03-12T08:54:56.990977Z","2022-02-23",0.8338,"Human Capital",73,"Human Capital",106.35,"AFL_2022_RISK_030","Major public health issues, including COVID-19 and any resulting economic effects could have an adverse impact on the Company's financial condition and results of operations and other aspects of its business.","Operational-Related Risk Factors","","AFL","2026-03-12T08:54:56.990986Z"
1569,"1",1931,"Operational Risks
•The Company is currently dependent on Boeing as the sole manufacturer of the Company's aircraft. Prolonged delays in the FAA issuing required certifications or approvals for the -7, or further regulatory actions by the FAA with respect to the MAX aircraft, could materially and adversely affect the Company’s business plans, strategies, and results of operations.•The Company's business is labor intensive, with most Employees represented by labor unions; therefore, the Company could be materially adversely affected in the event of conflict with its Employees or its Employees' representatives or if the Company were unable to employ sufficient numbers of qualified Employees to maintain its operations.•The Company is currently dependent on a single engine supplier, as well as single suppliers of certain other aircraft parts and equipment; therefore, the Company could be materially adversely affected (i) if it were unable to obtain timely or sufficient delivery of aircraft parts or equipment from Boeing or other suppliers or adequate maintenance or other support from any of these suppliers, (ii) if Boeing or other suppliers were unable to achieve and/or maintain required regulatory certifications or approvals of their parts or equipment, or (iii) in the event of a mechanical or regulatory issue associated with the Company's aircraft parts or equipment.•The airline industry has faced on-going security concerns and related cost burdens; further threatened or actual terrorist attacks, or other hostilities, even if not made directly on the airline industry, could significantly harm the airline industry and the Company's operations.•Interruptions or disruptions in service at one of the Company’s core stations could have a material adverse impact on its operations.•The Company’s operations have been, and in the future may again be, materially and adversely disrupted by extreme weather events.","2026-03-12T08:55:27.405095Z","2023-02-07",0.849,"Human Capital",74,"Human Capital",29.787,"LUV_2023_RISK_003","Operational Risks","Operational Risks","","LUV","2026-03-12T08:55:27.405117Z"
1570,"1",2048,"Risks related to information technology and security
We electronically receive, process, store and transmit data and sensitive information about our customers and merchants, including bank account information, social security numbers, expense data, and credit card, debit card and checking account numbers. We endeavor to keep this information confidential; however, our websites, networks, information systems, services and technologies may be targeted for sabotage, disruption or misappropriation. The uninterrupted operation of our information systems and our ability to maintain the confidentiality of the customer and consumer information that resides on our systems are critical to the successful operation of our business. Unauthorized access to our networks and computer systems could result in the theft or publication of confidential information or the deletion or modification of records or could otherwise cause interruptions in our service and operations. Other than a previously disclosed unauthorized access incident during the second quarter of 2018, we are not aware of any material breach of our or our associated third parties’ computer systems, although we and others in our industry are regularly the subject of attempts by bad actors to gain unauthorized access to these computer systems and data or to obtain, change or destroy confidential data (including personal consumer information of individuals) through a variety of means. Because techniques used to sabotage or obtain unauthorized access to our systems and the data we collect change frequently and may not be recognized until launched against a target, we may be unable to anticipate these techniques or to implement adequate preventative measures. Threats to our systems and our associated third parties’ systems can derive from human error, fraud or malice on the part of employees or third parties, or may result from accidental technological failure. Computer viruses can be distributed and could infiltrate our systems or those of our associated third parties.","2026-03-13T02:37:51.833620Z","2022-03-01",0.9275,"Product Liability",75,"Product Liability",26.248,"CPAY_2022_RISK_006","Risks related to information technology and security","","","CPAY","2026-03-13T02:37:51.833631Z"
1571,"1",2076,"If we are unable to compete successfully against other businesses that sell the products that we sell, we could lose customers and our sales and profits may decline.
​If we experience transitions or changeover with any of our significant vendors, or if they experience financial difficulties or otherwise are unable to deliver merchandise to us on a timely basis, or at all, we could have product shortages in our stores that could adversely affect customers’ perceptions of us and cause us to lose customers and sales.​Risks associated with products sourced outside the U.S.​We directly imported approximately 13% of our purchases in fiscal 2021, but many of our domestic vendors directly import their products or components of their products. Changes to the price or flow of these goods for any reason, such as civil unrest or acts of war, currency fluctuations, disruptions in maritime lanes, port labor disputes, economic conditions and instability in the countries in which foreign suppliers are located, the financial instability of suppliers, suppliers’ failure to meet our standards, issues with labor practices of our suppliers or labor problems they may experience (such as strikes, stoppages or slowdowns, which could also increase labor costs during and following the disruption), the availability and cost of raw materials to suppliers, increased import duties or tariffs, merchandise quality or safety issues, shipping and transport availability and cost, increases in wage rates and taxes, transport security, inflation and other factors relating to the suppliers and the countries in which they are located or from which they import, often are beyond our control and could adversely affect our operations and profitability. In addition, the foreign trade policies, tariffs and other impositions on imported goods, trade sanctions imposed on certain countries, import limitations on certain types of goods or of goods containing certain materials from other countries and other factors relating to foreign trade and port labor agreements are beyond our control.","2026-03-13T02:38:43.629795Z","2021-10-25",0.9059,"Non-ESG",76,"Non-ESG",51.123,"AZO_2021_RISK_011","If we are unable to compete successfully against other businesses that sell the products that we sell, we could lose customers and our sales and profits may decline.","Strategic and Operational Risks","","AZO","2026-03-13T02:38:43.629807Z"
1572,"1",285,"Legal Proceedings
Information in response to this Item 3 can be found in Note 23 of the Notes to Consolidated Financial Statements included in the 2023 Annual Report under the heading, “Litigation and Regulatory Matters.” That information is incorporated into this report by reference.","2026-03-13T02:38:48.812234Z","2024-02-20",0.9768,"Non-ESG",77,"Non-ESG",4.49,"USB_2024_RISK_011","Legal Proceedings","Legal Proceedings","","USB","2026-03-13T02:38:48.812247Z"
1573,"1",2123,"Global economic, political, market, health and social events or conditions, including the ongoing effects of the coronavirus pandemic, may harm our business.
More than half of our net revenues are earned outside the U.S. International cross-border transaction revenues represent a significant part of our revenue and are an important part of our growth strategy. Our revenues are dependent on the volume and number of payment transactions made by consumers, governments, and businesses whose spending patterns may be affected by prevailing economic, political, market, health and social events or conditions. Adverse macroeconomic conditions, including recessions, inflation, high unemployment, currency fluctuations, actual or anticipated large-scale defaults or failures, or a slowdown of global trade could decrease consumer and corporate confidence and reduce consumer, small business, government, and corporate spending which have a direct impact on our revenues. In addition, outbreaks of illnesses, pandemics like COVID-19, or other local or global health issues, political uncertainties, international hostilities, armed conflict, or unrest, climate-related events, including the increasing frequency of extreme weather events, and natural disasters could have similar impacts on our operations, clients, third-party suppliers, activities in a particular location or globally, and cross-border travel and spend. Geopolitical trends towards nationalism, protectionism, and restrictive visa requirements, as well as continued activity and uncertainty around economic sanctions, tariffs or trade restrictions could limit the expansion of our business in those regions. In addition, as governments, investors and other stakeholders face additional pressures to accelerate actions to address climate change and other environmental, governance and social topics, governments may implement regulations or investors and other stakeholders may impose new expectations or focus investments in ways that cause significant shifts in disclosure, commerce and consumption behaviors that may have negative impacts on our business.","2026-03-13T02:38:58.386519Z","2021-11-18",0.5028,"Non-ESG",78,"Non-ESG",8.889,"V_2021_RISK_037","Global economic, political, market, health and social events or conditions, including the ongoing effects of the coronavirus pandemic, may harm our business.","Business Risks","","V","2026-03-13T02:38:58.386531Z"
1574,"1",2218,"We are subject to numerous and evolving legal and regulatory requirements and client expectations in the many jurisdictions in which we operate, and violations of, unfavorable changes in or an inability to meet such requirements or expectations could harm our business.
We provide services to clients and have operations in many parts of the world and in a wide variety of different industries, subjecting us to numerous, and sometimes conflicting, laws and regulations on matters as diverse as trade controls and sanctions, immigration (including temporary work authorizations or work permits), content requirements, trade restrictions, tariffs, taxation, antitrust laws, anti-corruption laws (including the FCPA and the U.K. Bribery Act), the environment, government affairs, internal and disclosure control obligations, data privacy, intellectual property, employment and labor relations. We face significant regulatory compliance costs and risks as a result of the size and breadth of our business. For example, we may experience increased costs in 2022 and future years for employment and post-employment benefits in India as a result of the issuance of the Code in late 2020. In addition, we may face costs and risks associated with uncertainty as to the ongoing regulatory impact of the United Kingdom’s exit from the European Union. We are also subject to a wide range of potential enforcement actions, audits or investigations regarding our compliance with these laws or regulations in the conduct of our business, and any finding of a violation could subject us to a wide range of civil or criminal penalties, including fines, debarment, or suspension or disqualification from government contracting, prohibitions or restrictions on doing business, loss of clients and business, legal claims by clients and damage to our reputation. We commit significant financial and managerial resources to comply with our internal control over financial reporting requirements, but we have in the past identified and may in the future identify material weaknesses or deficiencies in our internal control over financial reporting that cause us to incur incremental remediation costs in order to maintain adequate controls.","2026-03-13T02:39:31.115256Z","2022-02-16",0.9351,"Business Ethics & Values",79,"Business Ethics & Values",31.957,"CTSH_2022_RISK_023","We are subject to numerous and evolving legal and regulatory requirements and client expectations in the many jurisdictions in which we operate, and violations of, unfavorable changes in or an inability to meet such requirements or expectations could harm our business.","Legal, Regulatory and Legislative Risks","","CTSH","2026-03-13T02:39:31.115267Z"
